,id,title,overview,original_language,runtime,origin_country,budget,revenue,release_date,genres,production_companies,revenue_per_budget,yearmonthday,yearmonth,year
287,331482,Little Women,Four sisters come of age in America in the aftermath of the Civil War.,en,135,US,40000000,216600000,2019-12-25,"Drama, Romance, History","Columbia Pictures, Regency Enterprises, Pascal Pictures",5.415,20191225,201912,2019
288,481084,The Addams Family,"The Addams family's lives begin to unravel when they face-off against a treacherous, greedy crafty reality-TV host while also preparing for their extended family to arrive for a major celebration.",en,87,CA,40000000,204394183,2019-10-10,"Family, Animation, Comedy, Fantasy","Cinesite Animation, Nitrogen Studios Canada, Bron Studios, Metro-Goldwyn-Mayer, Creative Wealth Media Finance, The Jackal Group",5.109854575,20191010,201910,2019
288,481084,The Addams Family,"The Addams family's lives begin to unravel when they face-off against a treacherous, greedy crafty reality-TV host while also preparing for their extended family to arrive for a major celebration.",en,87,US,40000000,204394183,2019-10-10,"Family, Animation, Comedy, Fantasy","Cinesite Animation, Nitrogen Studios Canada, Bron Studios, Metro-Goldwyn-Mayer, Creative Wealth Media Finance, The Jackal Group",5.109854575,20191010,201910,2019
289,280217,The Lego Movie 2: The Second Part,"It's been five years since everything was awesome and the citizens are facing a huge new threat: LEGO DUPLO® invaders from outer space, wrecking everything faster than they can rebuild.",en,107,DK,99000000,199603202,2019-02-06,"Action, Adventure, Animation, Comedy, Family","Vertigo Entertainment, Warner Animation Group, Lord Miller, Rideback, LEGO, Animal Logic",2.0161939595959595,20190206,201902,2019
289,280217,The Lego Movie 2: The Second Part,"It's been five years since everything was awesome and the citizens are facing a huge new threat: LEGO DUPLO® invaders from outer space, wrecking everything faster than they can rebuild.",en,107,CA,99000000,199603202,2019-02-06,"Action, Adventure, Animation, Comedy, Family","Vertigo Entertainment, Warner Animation Group, Lord Miller, Rideback, LEGO, Animal Logic",2.0161939595959595,20190206,201902,2019
289,280217,The Lego Movie 2: The Second Part,"It's been five years since everything was awesome and the citizens are facing a huge new threat: LEGO DUPLO® invaders from outer space, wrecking everything faster than they can rebuild.",en,107,AU,99000000,199603202,2019-02-06,"Action, Adventure, Animation, Comedy, Family","Vertigo Entertainment, Warner Animation Group, Lord Miller, Rideback, LEGO, Animal Logic",2.0161939595959595,20190206,201902,2019
289,280217,The Lego Movie 2: The Second Part,"It's been five years since everything was awesome and the citizens are facing a huge new threat: LEGO DUPLO® invaders from outer space, wrecking everything faster than they can rebuild.",en,107,US,99000000,199603202,2019-02-06,"Action, Adventure, Animation, Comedy, Family","Vertigo Entertainment, Warner Animation Group, Lord Miller, Rideback, LEGO, Animal Logic",2.0161939595959595,20190206,201902,2019
290,535544,Downton Abbey,"The beloved Crawleys and their intrepid staff prepare for the most important moment of their lives. A royal visit from the King and Queen of England will unleash scandal, romance and intrigue that will leave the future of Downton hanging in the balance.",en,122,GB,20000000,194694725,2019-09-12,"Drama, Romance, History","Focus Features, Carnival Films, Perfect World Pictures",9.73473625,20190912,201909,2019
291,431580,Abominable,"A group of misfits encounter a young Yeti named Everest, and they set off to reunite the magical creature with his family on the mountain of his namesake.",en,97,US,75000000,190304772,2019-09-19,"Family, Animation, Adventure, Comedy","DreamWorks Animation, dentsu, Pearl Studio, Zhong Ming You Ying Film, Universal Pictures",2.53739696,20190919,201909,2019
291,431580,Abominable,"A group of misfits encounter a young Yeti named Everest, and they set off to reunite the magical creature with his family on the mountain of his namesake.",en,97,CN,75000000,190304772,2019-09-19,"Family, Animation, Adventure, Comedy","DreamWorks Animation, dentsu, Pearl Studio, Zhong Ming You Ying Film, Universal Pictures",2.53739696,20190919,201909,2019
292,568160,Weathering with You,"The summer of his high school freshman year, Hodaka runs away from his remote island home to Tokyo, and quickly finds himself pushed to his financial and personal limits. The weather is unusually gloomy and rainy every day, as if taking its cue from his life. After many days of solitude, he finally finds work as a freelance writer for a mysterious occult magazine. Then, one day, Hodaka meets Hina on a busy street corner. This bright and strong-willed girl possesses a strange and wonderful ability: the power to stop the rain and clear the sky.",ja,112,JP,0,186965409,2019-07-19,"Animation, Drama, Fantasy, Romance","CoMix Wave Films, Story, TOHO, KADOKAWA, jeki, Lawson Entertainment, ""Weathering With You"" Film Partners",,20190719,201907,2019
293,453405,Gemini Man,"Henry Brogan is an elite 51-year-old assassin who's ready to call it quits after completing his 72nd job. His plans get turned upside down when he becomes the target of a mysterious operative who can seemingly predict his every move. To his horror, Brogan soon learns that the man who's trying to kill him is a younger, faster, cloned version of himself.",en,117,US,140000000,173469516,2019-10-02,"Science Fiction, Action, Adventure, Thriller","Skydance Media, Jerry Bruckheimer Films, Fosun Pictures, Paramount Pictures, Alibaba Pictures Group",1.2390679714285715,20191002,201910,2019
294,431693,Spies in Disguise,"Super spy Lance Sterling and scientist Walter Beckett are almost exact opposites. Lance is smooth, suave and debonair. Walter is… not. But what Walter lacks in social skills he makes up for in smarts and invention, creating the awesome gadgets Lance uses on his epic missions. But when events take an unexpected turn, Walter and Lance suddenly have to rely on each other in a whole new way.",en,102,US,100000000,171616764,2019-12-04,"Animation, Action, Adventure, Comedy, Family","Chernin Entertainment, Blue Sky Studios, 20th Century Fox Animation, 20th Century Fox",1.71616764,20191204,201912,2019
295,504608,Rocketman,"The story of Elton John's life, from his years as a prodigy at the Royal Academy of Music through his influential and enduring musical partnership with Bernie Taupin.",en,121,CA,40000000,167300000,2019-05-17,"Music, Drama","Paramount Pictures, New Republic Pictures, Marv, Rocket Pictures, Lawrence Bender Productions",4.1825,20190517,201905,2019
295,504608,Rocketman,"The story of Elton John's life, from his years as a prodigy at the Royal Academy of Music through his influential and enduring musical partnership with Bernie Taupin.",en,121,GB,40000000,167300000,2019-05-17,"Music, Drama","Paramount Pictures, New Republic Pictures, Marv, Rocket Pictures, Lawrence Bender Productions",4.1825,20190517,201905,2019
295,504608,Rocketman,"The story of Elton John's life, from his years as a prodigy at the Royal Academy of Music through his influential and enduring musical partnership with Bernie Taupin.",en,121,US,40000000,167300000,2019-05-17,"Music, Drama","Paramount Pictures, New Republic Pictures, Marv, Rocket Pictures, Lawrence Bender Productions",4.1825,20190517,201905,2019
296,540901,Hustlers,A crew of savvy former strip club employees band together to turn the tables on their Wall Street clients.,en,110,US,20000000,157563598,2019-09-12,"Drama, Comedy, Crime","STXfilms, Gloria Sanchez Productions, Nuyorican Productions",7.8781799,20190912,201909,2019
297,522681,Escape Room,"Six strangers find themselves in circumstances beyond their control, and must use their wits to survive.",en,100,US,9000000,155712077,2019-01-03,"Horror, Thriller, Mystery","Columbia Pictures, Original Film",17.30134188888889,20190103,201901,2019
298,515195,Yesterday,A struggling musician realizes he's the only person on Earth who can remember The Beatles after waking up in an alternate reality where the group was forgotten.,en,116,GB,26000000,154608856,2019-06-26,"Comedy, Fantasy, Music, Romance","Working Title Films, Working Title Films",5.946494461538461,20190626,201906,2019
298,515195,Yesterday,A struggling musician realizes he's the only person on Earth who can remember The Beatles after waking up in an alternate reality where the group was forgotten.,en,116,US,26000000,154608856,2019-06-26,"Comedy, Fantasy, Music, Romance","Working Title Films, Working Title Films",5.946494461538461,20190626,201906,2019
299,423204,Angel Has Fallen,"After a treacherous attack, Secret Service agent Mike Banning is charged with attempting to assassinate President Trumbull. Chased by his own colleagues and the FBI, Banning begins a race against the clock to clear his name.",en,122,US,40000000,146661977,2019-08-21,"Action, Thriller","Campbell Grobman Films, Eclectic Pictures, G-BASE, Millennium Media",3.666549425,20190821,201908,2019
300,635302,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,"Tanjiro Kamado, joined with Inosuke Hashibira, a boy raised by boars who wears a boar's head, and Zenitsu Agatsuma, a scared boy who reveals his true power when he sleeps, boards the Infinity Train on a new mission with the Fire Hashira, Kyojuro Rengoku, to defeat a demon who has been tormenting the people and killing the demon slayers who oppose it!",ja,117,JP,15700000,523542183,2020-10-16,"Animation, Action, Fantasy, Thriller","ufotable, Aniplex, Shueisha, TOHO",33.34663585987261,20201016,202010,2020
301,508935,The Eight Hundred,"In 1937, eight hundred Chinese soldiers fight under siege from a warehouse in the middle of the Shanghai battlefield, completely surrounded by the Japanese army.",zh,147,CN,80000000,461421559,2020-08-14,"War, History, Drama, Action","Beijing Diqi Yinxiang Entertainment, Huayi Brothers Pictures, Beijing Enlight Pictures, Tencent Pictures, South Australian Film Corporation, Huaxia Film Distribution",5.7677694875,20200814,202008,2020
302,715904,"Metallica: WorldWired Tour - Live in Manchester, England - June 18, 2019","Filmed at Etihad Stadium in Manchester, England on June 18, 2019. This concert is part of the WorldWired Tour by American heavy metal band Metallica in support of their tenth studio album Hardwired... to Self-Destruct, which was released on November 18, 2016. It is also their first worldwide tour after the World Magnetic Tour six years earlier. Set-List: 1. Hardwired / 2. The Memory Remains (with extended outro) / 3. Disposable Heroes / 4. The God That Failed / 5. The Unforgiven / 6. Here Comes Revenge / 7. Moth Into Flame / 8. Sad but True / 9. Welcome Home (Sanitarium) (followed by Kirk & Rob's solos incl. 'I Wanna Be Adored', 'ManUNkind' & 'Orion') / 10. St. Anger / 11. One / 12. Master of Puppets / 13. For Whom the Bell Tolls / 14. Creeping Death / 15. Seek & Destroy / 16. Lords of Summer / 17. Nothing Else Matters / 18. Enter Sandman (with 'The Frayed Ends of Sanity' outro).",en,150,US,0,426900000,2020-06-08,Music,,,20200608,202006,2020
303,38700,Bad Boys for Life,"Marcus and Mike are forced to confront new threats, career changes, and midlife crises as they join the newly created elite team AMMO of the Miami police department to take down the ruthless Armando Armas, the vicious leader of a Miami drug cartel.",en,124,US,90000000,426505244,2020-01-15,"Thriller, Action, Crime","Columbia Pictures, 2.0 Entertainment, Don Simpson/Jerry Bruckheimer Films, Overbrook Entertainment",4.738947155555556,20200115,202001,2020
304,577922,Tenet,"Armed with only one word - Tenet - and fighting for the survival of the entire world, the Protagonist journeys through a twilight world of international espionage on a mission that will unfold in something beyond real time.",en,150,US,205000000,365304105,2020-08-22,"Action, Thriller, Science Fiction","Warner Bros. Pictures, Syncopy",1.781971243902439,20200822,202008,2020
304,577922,Tenet,"Armed with only one word - Tenet - and fighting for the survival of the entire world, the Protagonist journeys through a twilight world of international espionage on a mission that will unfold in something beyond real time.",en,150,GB,205000000,365304105,2020-08-22,"Action, Thriller, Science Fiction","Warner Bros. Pictures, Syncopy",1.781971243902439,20200822,202008,2020
305,454626,Sonic the Hedgehog,"Powered with incredible speed, Sonic The Hedgehog embraces his new home on Earth. That is, until Sonic sparks the attention of super-uncool evil genius Dr. Robotnik. Now it’s super-villain vs. super-sonic in an all-out race across the globe to stop Robotnik from using Sonic’s unique power for world domination.",en,99,US,85000000,319715683,2020-02-12,"Action, Science Fiction, Comedy, Family","Original Film, Blur Studio, Marza Animation Planet, Paramount Pictures, SEGA, SEGA of America",3.761360976470588,20200212,202002,2020
306,448119,Dolittle,"After losing his wife seven years earlier, the eccentric Dr. John Dolittle, famed doctor and veterinarian of Queen Victoria’s England, hermits himself away behind the high walls of Dolittle Manor with only his menagerie of exotic animals for company. But when the young queen falls gravely ill, a reluctant Dolittle is forced to set sail on an epic adventure to a mythical island in search of a cure, regaining his wit and courage as he crosses old adversaries and discovers wondrous creatures.",en,101,US,175000000,251410631,2020-01-02,"Family, Comedy, Fantasy, Adventure","Universal Pictures, Team Downey, Perfect World Pictures, Roth-Kirschenbaum Films",1.4366321771428572,20200102,202001,2020
307,526019,Like a Boss,"Two female friends with very different ideals decide to start a beauty company together. One is more practical, while the other wants to earn her fortune and live a lavish lifestyle.",en,83,US,29000000,26900000,2020-01-09,Comedy,"Artists First, Paramount Pictures",0.9275862068965517,20200109,202001,2020
308,635389,Jiang Ziya,"Atop the ruins of war, top commander Jiang Ziya is given the task to banish the Nine-tailed Fox Demon who threatens all mortals' very existence. When he discovers the Nine-tailed Fox's life linked to the soul of an innocent girl, he is faced with a challenging decision: follow the will of heaven or find his own path to righteousness.",zh,105,CN,0,240656068,2020-10-01,"Animation, Action, Fantasy, Adventure","Beijing Enlight Pictures, Horgos Coloroom Pictures, Chengdu Coco Cartoon, One&All Animation Studio, CHARM ANIMATION",,20201001,202010,2020
309,559974,Shock Wave 2,"After suffering life changing injuries in the line of duty, bomb disposal officer Fung turns his back on the police. But when a devastating series of bombings sweep Hong Kong, the police suspect their former ally may be involved after he is found unconscious at a crime scene. Now faced with memory loss and recalling only fragments of his former life, Fung sets out to uncover the truth and find out who he really is.",cn,120,HK,40000000,226400000,2020-12-24,"Action, Crime, Thriller","Universe Entertainment, Alibaba Pictures Group, Bona Film Group",5.66,20201224,202012,2020
310,716815,A Little Red Flower,"The film tells a warm and realistic story, thinking and facing the ultimate problem that every ordinary person will face-imagining that death may come at any time, the only thing we have to do is love and cherish.",zh,128,CN,0,216000000,2020-12-31,"Drama, Family","Lian Ray Pictures, China Film Group Corporation, Shanghai RuYi Entertainment",,20201231,202012,2020
311,529203,The Croods: A New Age,"Searching for a safer habitat, the prehistoric Crood family discovers an idyllic, walled-in paradise that meets all of its needs. Unfortunately, they must also learn to live with the Bettermans -- a family that's a couple of steps above the Croods on the evolutionary ladder. As tensions between the new neighbors start to rise, a new threat soon propels both clans on an epic adventure that forces them to embrace their differences, draw strength from one another, and survive together.",en,95,US,65000000,215905815,2020-11-25,"Animation, Family, Adventure, Fantasy, Comedy",DreamWorks Animation,3.3216279230769232,20201125,202011,2020
312,495764,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),"Harley Quinn joins forces with a singer, an assassin and a police detective to help a young girl who had a hit placed on her after she stole a rare diamond from a crime lord.",en,109,US,75000000,205537933,2020-02-05,"Action, Crime","Warner Bros. Pictures, DC Films, LuckyChap Entertainment, Clubhouse Pictures, Kroll & Co Entertainment",2.740505773333333,20200205,202002,2020
313,464052,Wonder Woman 1984,A botched store robbery places Wonder Woman in a global battle against a powerful and mysterious ancient force that puts her powers in jeopardy.,en,151,US,200000000,169601036,2020-12-16,"Action, Adventure, Fantasy","Warner Bros. Pictures, The Stone Quarry, DC Films, Atlas Entertainment",0.84800518,20201216,202012,2020
314,748685,The Sacrifice,"In 1953 the Korean War is entering the final stage. The People's Volunteer Army of China has launched its last major battle in Kumsong. In order to arrive on time and deliver enough ammo to the Kumsong front line, the soldiers have to defend themselves against the never ending bombardments of enemy bombers and race against time to repair the last bridge, all while facing supply shortages and with inferior equipment.",zh,122,CN,0,161047608,2020-10-23,"War, History, Action, Drama",China Film Group Corporation,,20201023,202010,2020
315,570670,The Invisible Man,"When Cecilia's abusive ex takes his own life and leaves her his fortune, she suspects his death was a hoax. As a series of coincidences turn lethal, Cecilia works to prove that she is being hunted by someone nobody can see.",en,124,AU,7000000,144492724,2020-02-26,"Thriller, Science Fiction, Horror","Blumhouse Productions, Goalpost Pictures, Nervous Tick Productions, Universal Pictures",20.641817714285715,20200226,202002,2020
315,570670,The Invisible Man,"When Cecilia's abusive ex takes his own life and leaves her his fortune, she suspects his death was a hoax. As a series of coincidences turn lethal, Cecilia works to prove that she is being hunted by someone nobody can see.",en,124,US,7000000,144492724,2020-02-26,"Thriller, Science Fiction, Horror","Blumhouse Productions, Goalpost Pictures, Nervous Tick Productions, Universal Pictures",20.641817714285715,20200226,202002,2020
316,508439,Onward,"In a suburban fantasy world, two teenage elf brothers embark on an extraordinary quest to discover if there is still a little magic left out there.",en,102,US,200000000,141888276,2020-02-29,"Family, Comedy, Adventure, Animation, Fantasy","Walt Disney Pictures, Pixar",0.70944138,20200229,202002,2020
317,508442,Soul,"Joe Gardner is a middle school teacher with a love for jazz music. After a successful audition at the Half Note Club, he suddenly gets into an accident that separates his soul from his body and is transported to the You Seminar, a center in which souls develop and gain passions before being transported to a newborn child. Joe must enlist help from the other souls-in-training, like 22, a soul who has spent eons in the You Seminar, in order to get back to Earth.",en,101,US,150000000,121977511,2020-12-25,"Animation, Family, Comedy, Fantasy, Drama",Pixar,0.8131834066666667,20201225,202012,2020
318,522627,The Gentlemen,"American expat Mickey Pearson has built a highly profitable marijuana empire in London. When word gets out that he’s looking to cash out of the business forever it triggers plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",en,113,GB,22000000,115171795,2020-01-01,"Comedy, Crime","Miramax, Toff Guy Films, Coach Films, STXfilms",5.235081590909091,20200101,202001,2020
319,481848,The Call of the Wild,"Buck is a big-hearted dog whose blissful domestic life is turned upside down when he is suddenly uprooted from his California home and transplanted to the exotic wilds of the Yukon during the Gold Rush of the 1890s. As the newest rookie on a mail delivery dog sled team—and later its leader—Buck experiences the adventure of a lifetime, ultimately finding his true place in the world and becoming his own master.",en,100,US,109000000,111200000,2020-02-19,"Adventure, Family, Drama","3 Arts Entertainment, 20th Century Studios, TSG Entertainment",1.0201834862385322,20200219,202002,2020
320,695297,Khobz Khabzteh,"A story revolves between a very rich man and a very poor man, each of whom feels that his life is boring and wishes to live life The other, which causes them to go to a magician who performs a talisman that makes each one take a lifetime for the other for a week.",ar,150,KW,3000000,77000000,2020-04-15,Comedy,,25.666666666666668,20200415,202004,2020
321,337401,Mulan,"When the Emperor of China issues a decree that one man per family must serve in the Imperial Chinese Army to defend the country from Huns, Hua Mulan, the eldest daughter of an honored warrior, steps in to take the place of her ailing father. She is spirited, determined and quick on her feet. Disguised as a man by the name of Hua Jun, she is tested every step of the way and must harness her innermost strength and embrace her true potential.",en,115,US,200000000,69965374,2020-09-04,"Adventure, Fantasy, Action","Walt Disney Pictures, Good Fear, Jason T. Reed Productions",0.34982687,20200904,202009,2020
322,522241,The Courier,Cold War spy Greville Wynne and his Russian source try to put an end to the Cuban Missile Crisis.,en,112,US,0,26000000,2020-01-24,"Thriller, History, Drama","SunnyMarch, 42, FilmNation Entertainment",,20200124,202001,2020
322,522241,The Courier,Cold War spy Greville Wynne and his Russian source try to put an end to the Cuban Missile Crisis.,en,112,GB,0,26000000,2020-01-24,"Thriller, History, Drama","SunnyMarch, 42, FilmNation Entertainment",,20200124,202001,2020
323,757860,The Yin-Yang Master: Dream of Eternity,"Every few hundred years, the most powerful demon on earth—a snake demon—awakens, and the Yin-Yang Masters are summoned to the capital. Meanwhile, the Princess of the realm has her own plans, as she conspires to claim the demon’s power.",zh,132,CN,0,69000000,2020-12-24,"Action, Drama, Fantasy, Mystery, Science Fiction",Hehe Pictures,,20201224,202012,2020
324,1560572,The Arcana Imperium: The Whisper Agents,continuation,en,169,US,2500000,54800000,2020-02-06,,AI Interscope Films,21.92,20200206,202002,2020
325,524047,Greenland,"John Garrity, his estranged wife and their young son embark on a perilous journey to find sanctuary as a planet-killing comet hurtles toward Earth. Amid terrifying accounts of cities getting levelled, the Garritys experience the best and worst in humanity. As the countdown to the global apocalypse approaches zero, their incredible trek culminates in a desperate and last-minute flight to a possible safe haven.",en,120,US,34000000,52300000,2020-07-29,"Action, Adventure, Thriller, Science Fiction","STXfilms, Thunder Road, Anton, G-BASE, Riverstone Pictures",1.5382352941176471,20200729,202007,2020
326,593402,Tolo Tolo,"Checco is a young Apulian entrepreneur dreamer who has opened a sushi restaurant in his Apulia. However, after one month, the restaurant went bankrupt and he chose to emigrate to Africa to escape from debt. Here he adapts to being a waiter in a resort in Kenya, but at the outbreak of a civil war he decides to embark on a stowaway trip on a boat for migrants to Europe and chooses to do it with his African friends. However, he would not like to return to Italy, but rather to go to Liechtenstein where banking secrecy is in force and there is a lower tax burden than in Italy.",it,94,IT,20000000,52186426,2020-01-01,"Comedy, Drama, Family","Taodue Film, Medusa Film, Sky Cinema",2.6093213,20200101,202001,2020
327,604822,Vanguard,Covert security company Vanguard is the last hope of survival for an accountant after he is targeted by the world's deadliest mercenary organization.,zh,107,CN,0,50866901,2020-01-22,"Action, Adventure, Comedy, Crime, Thriller","China Film International, China Film Group Corporation, Epitome Capital, Shanghai Lix Entertainment, Shenzhen Media Film & Television, Tencent Pictures, One Cool Films, India Film Services, Huayu International Entertainment, JP Media Limited, Dexter Studios, Golden Network Asia, Taurus Film",,20200122,202001,2020
328,539537,Fantasy Island,"A group of contest winners arrive at an island hotel to live out their dreams, only to find themselves trapped in nightmare scenarios.",en,109,US,7000000,49500000,2020-02-12,"Adventure, Fantasy, Horror, Mystery","Blumhouse Productions, Columbia Pictures, Tower of Babble Entertainment",7.071428571428571,20200212,202002,2020
329,446893,Trolls World Tour,"Queen Poppy and Branch make a surprising discovery — there are other Troll worlds beyond their own, and their distinct differences create big clashes between these various tribes. When a mysterious threat puts all of the Trolls across the land in danger, Poppy, Branch, and their band of friends must embark on an epic quest to create harmony among the feuding Trolls to unite them against certain doom.",en,91,US,90000000,49276818,2020-03-11,"Family, Animation, Comedy, Fantasy, Adventure, Music","DreamWorks Animation, dentsu, Universal Pictures",0.5475202,20200311,202003,2020
330,340102,The New Mutants,"Five young mutants, just discovering their abilities while held in a secret facility against their will, fight to escape their past sins and save themselves.",en,94,US,67000000,49169594,2020-04-02,"Science Fiction, Horror, Action","20th Century Studios, Genre Films, Sunswept Entertainment, Marvel Entertainment",0.7338745373134329,20200402,202004,2020
331,584850,Tanhaji: The Unsung Warrior,"When Aurangzeb recruits his trusted soldier Udaybhan to control the Kondhana fort, Shivaji's military leader Tanhaji Malusare and his army of Maratha warriors set out to recapture the fortress.",hi,135,IN,16440000,48375000,2020-01-10,"Action, Drama, History","T-Series, Viacom18 Studios, Ajay Devgn FFilms",2.9425182481751824,20200110,202001,2020
332,613504,After We Collided,Tessa finds herself struggling with her complicated relationship with Hardin; she faces a dilemma that could change their lives forever.,en,105,US,14000000,47990414,2020-09-02,"Romance, Drama","Voltage Pictures, Offspring Entertainment, Frayed Pages Entertainment, Wattpad",3.427886714285714,20200902,202009,2020
333,607313,Sarileru Neekevvaru,A tough army major is deployed to Kurnool on a mission to keep the country safe from external threats.,te,169,IN,11000000,46892742,2020-01-10,Action,"G. Mahesh Babu Entertainment Pvt. Ltd, AK Entertainments",4.262976545454546,20200110,202001,2020
334,425001,The War with Grandpa,"Peter is thrilled that his Grandpa is coming to live with his family. That is, until Grandpa moves into Peter's room, forcing him upstairs into the creepy attic. And though he loves his Grandpa, he wants his room back - so he has no choice but to declare war.",en,98,US,18000000,43387445,2020-08-27,"Comedy, Family","Marro Films, EFO Films, Tri G, West Madison Entertainment",2.410413611111111,20200827,202008,2020
335,581392,Peninsula,A soldier and his team battle hordes of post-apocalyptic zombies in the wastelands of the Korean Peninsula.,ko,115,KR,17000000,42698327,2020-07-15,"Horror, Action, Thriller, Adventure","Next Entertainment World, RedPeter Films, Contents Panda, Union Investment Partners, Michigan Venture Capital",2.511666294117647,20200715,202007,2020
336,458576,Monster Hunter,"A portal transports Cpt. Artemis and an elite unit of soldiers to a strange world where powerful monsters rule with deadly ferocity. Faced with relentless danger, the team encounters a mysterious hunter who may be their only hope to find a way home.",en,103,CN,60000000,42145959,2020-12-03,"Action, Fantasy, Adventure","Capcom, Constantin Film, Tencent Pictures, TOHO, AB² Digital Pictures",0.70243265,20201203,202012,2020
337,443791,Underwater,"After an earthquake destroys their underwater station, six researchers must navigate two miles along the dangerous, unknown depths of the ocean floor to make it to safety in a race against time.",en,95,US,50000000,40882928,2020-01-08,"Horror, Science Fiction, Action, Adventure","Chernin Entertainment, 20th Century Fox, TSG Entertainment",0.81765856,20200108,202001,2020
338,338762,Bloodshot,"After he and his wife are murdered, marine Ray Garrison is resurrected by a team of scientists. Enhanced with nanotechnology, he becomes a superhuman, biotech killing machine—'Bloodshot'. As Ray first trains with fellow super-soldiers, he cannot recall anything from his former life. But when his memories flood back and he remembers the man that killed both him and his wife, he breaks out of the facility to get revenge, only to discover that there's more to the conspiracy than he thought.",en,110,CA,42000000,39861118,2020-03-05,"Action, Science Fiction, Adventure","Cross Creek Pictures, Original Film, Columbia Pictures, Bona Film Group, The Hideaway Entertainment",0.949074238095238,20200305,202003,2020
338,338762,Bloodshot,"After he and his wife are murdered, marine Ray Garrison is resurrected by a team of scientists. Enhanced with nanotechnology, he becomes a superhuman, biotech killing machine—'Bloodshot'. As Ray first trains with fellow super-soldiers, he cannot recall anything from his former life. But when his memories flood back and he remembers the man that killed both him and his wife, he breaks out of the facility to get revenge, only to discover that there's more to the conspiracy than he thought.",en,110,CN,42000000,39861118,2020-03-05,"Action, Science Fiction, Adventure","Cross Creek Pictures, Original Film, Columbia Pictures, Bona Film Group, The Hideaway Entertainment",0.949074238095238,20200305,202003,2020
338,338762,Bloodshot,"After he and his wife are murdered, marine Ray Garrison is resurrected by a team of scientists. Enhanced with nanotechnology, he becomes a superhuman, biotech killing machine—'Bloodshot'. As Ray first trains with fellow super-soldiers, he cannot recall anything from his former life. But when his memories flood back and he remembers the man that killed both him and his wife, he breaks out of the facility to get revenge, only to discover that there's more to the conspiracy than he thought.",en,110,ZA,42000000,39861118,2020-03-05,"Action, Science Fiction, Adventure","Cross Creek Pictures, Original Film, Columbia Pictures, Bona Film Group, The Hideaway Entertainment",0.949074238095238,20200305,202003,2020
338,338762,Bloodshot,"After he and his wife are murdered, marine Ray Garrison is resurrected by a team of scientists. Enhanced with nanotechnology, he becomes a superhuman, biotech killing machine—'Bloodshot'. As Ray first trains with fellow super-soldiers, he cannot recall anything from his former life. But when his memories flood back and he remembers the man that killed both him and his wife, he breaks out of the facility to get revenge, only to discover that there's more to the conspiracy than he thought.",en,110,US,42000000,39861118,2020-03-05,"Action, Science Fiction, Adventure","Cross Creek Pictures, Original Film, Columbia Pictures, Bona Film Group, The Hideaway Entertainment",0.949074238095238,20200305,202003,2020
339,625568,Unhinged,"Rachel is a divorced single mother whose bad day gets even worse. She's running late to drop her son off at school when she honks her horn impatiently at a fellow driver during rush-hour traffic. After an exchange of words, she soon realizes that the mysterious man is following her and her young son in his truck. A case of road rage quickly escalates, at horrifyingly psychotic proportions, into full-blown terror as Rachel discovers the psychopath's sinister plan for revenge. He is single-mindedly determined to teach her a deadly lesson.",en,90,US,33000000,39238300,2020-07-16,"Action, Thriller, Horror","Solstice Studios, Burek Films, Ingenious Media, Altitude Film Entertainment",1.189039393939394,20200716,202007,2020
339,625568,Unhinged,"Rachel is a divorced single mother whose bad day gets even worse. She's running late to drop her son off at school when she honks her horn impatiently at a fellow driver during rush-hour traffic. After an exchange of words, she soon realizes that the mysterious man is following her and her young son in his truck. A case of road rage quickly escalates, at horrifyingly psychotic proportions, into full-blown terror as Rachel discovers the psychopath's sinister plan for revenge. He is single-mindedly determined to teach her a deadly lesson.",en,90,GB,33000000,39238300,2020-07-16,"Action, Thriller, Horror","Solstice Studios, Burek Films, Ingenious Media, Altitude Film Entertainment",1.189039393939394,20200716,202007,2020
340,657350,The Confidence Man JP – Episode of the Princess –,"Set in Langkawi, Malaysia, professional scammers Dako (Masami Nagasawa), Boku-chan (Masahiro Higashide), and Richard (Fumiyo Kohinata) target the Fuu Family for their next heist. Raymond Fuu, who was the head of the Fuu Family, passed away and he left behind 10 trillion yen. Dako, Boku-chan and Richard scheme to gain the inordinate inheritance. --asianwiki",ja,124,JP,0,35762324,2020-07-23,"Comedy, Mystery","TOHO, Fuji Television Network, FILM, Okinawa Television Broadcasting, Kagoshima Television Station, Miyazaki Telecasting, Television Oita System, Kumamoto Kenmin Televisions, Television Nagasaki, Saga Television Station, Television Nishinippon Corporation, Kochi Sun Sun Broadcasting, Ehime Broadcasting, Television Shin-Hiroshima System, Okayama Broadcasting, San-in Chuo Television Broadcasting, Kansai Television, Tokai Television Broadcasting, Fukui Television Broadcasting, Ishikawa Television Broadcasting, Toyama Television, Shizuoka Telecasting, Nagano Broadcasting System, Niigata Sogo Television, Fukushima Television Broadcasting, Sakuranbo Television Broadcasting Corporation, Akita Television, Sendai Television, Iwate Menkoi Television, Hokkaido Cultural Broadcasting",,20200723,202007,2020
